"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2021-06-12",98,0,5,18,121,48141
"2021-06-13",64,0,8,11,83,48224
"2021-06-14",66,0,6,21,93,48317
"2021-06-15",62,0,5,41,108,48425
"2021-06-16",68,2,4,30,104,48529
"2021-06-17",56,0,4,28,88,48617
"2021-06-18",46,0,7,27,80,48697
"2021-06-19",29,0,4,26,59,48756
"2021-06-20",25,0,0,11,36,48792
"2021-06-21",34,0,3,15,52,48844
"2021-06-22",47,0,4,20,71,48915
"2021-06-23",27,1,2,14,44,48959
"2021-06-24",46,0,1,17,64,49023
"2021-06-25",26,0,2,24,52,49075
"2021-06-26",12,0,1,13,26,49101
"2021-06-27",8,0,0,2,10,49111
